	0	1
0	0.0	0.0
1	0.025	2.505056149579579e-156
2	0.05	3.598785910855094e-157
3	0.07500000000000001	5.58396172837133e-158
4	0.1	1.3250940860438844e-158
5	0.125	5.380903078547617e-159
6	0.15000000000000002	3.935764188929912e-159
7	0.17500000000000002	5.328074950377415e-159
8	0.2	1.3552422775123554e-158
9	0.225	6.527566286732011e-158
10	0.25	5.970225744849451e-157
11	0.275	1.0358673802658983e-155
12	0.30000000000000004	3.39549312516678e-154
13	0.325	2.08840669517887e-152
14	0.35000000000000003	2.3877872021753198e-150
15	0.375	5.016464165776706e-148
16	0.4	1.9099487964779668e-145
17	0.42500000000000004	1.2970273782575418e-142
18	0.45	1.5430035463478744e-139
19	0.47500000000000003	3.1519933835327674e-136
20	0.5	1.081561171104538e-132
21	0.525	6.086363126115866e-129
22	0.55	5.473357194493128e-125
23	0.5750000000000001	7.649761434290724e-121
24	0.6000000000000001	1.612928108498573e-116
25	0.625	4.970498603239728e-112
26	0.65	2.164815823397588e-107
27	0.675	1.286093760343629e-102
28	0.7000000000000001	1.0039883501980468e-97
29	0.7250000000000001	9.90248662158591e-93
30	0.75	1.1842909810622284e-87
31	0.775	1.6451152468128832e-82
32	0.8	2.537883886617762e-77
33	0.8250000000000001	4.14944173493043e-72
34	0.8500000000000001	6.849348643362528e-67
35	0.875	1.0852940256072265e-61
36	0.9	1.5666891797728413e-56
37	0.925	1.9519176127945563e-51
38	0.9500000000000001	1.984737764028285e-46
39	0.9750000000000001	1.554713308261879e-41
40	1.0	8.840567116869516e-37
41	1.0250000000000001	3.4325790074430774e-32
42	1.05	8.546207960444366e-28
43	1.075	1.279228335013052e-23
44	1.1	1.0777321853073809e-19
45	1.125	4.778184294763318e-16
46	1.1500000000000001	1.0412729703240849e-12
47	1.175	1.04122887891923e-09
48	1.2000000000000002	4.461528274125639e-07
49	1.225	7.665042664125797e-05
50	1.25	0.004967198937337264
51	1.2750000000000001	0.11571363811345074
52	1.3	0.9530164576632987
53	1.3250000000000002	2.947383935321157
54	1.35	4.277346819285445
55	1.375	4.316677664609624
56	1.4000000000000001	4.103146172223032
57	1.425	3.991828864504889
58	1.4500000000000002	3.834791576537053
59	1.475	3.5803142533322236
60	1.5	3.317357422059369
61	1.5250000000000001	3.0619380780263876
62	1.55	2.6761095596695132
63	1.5750000000000002	1.6801203625649996
64	1.6	0.5658905356921632
65	1.625	0.24032008189353113
66	1.6500000000000001	0.19359156136374914
67	1.675	0.11404504211406882
68	1.7000000000000002	0.024235721519766697
69	1.725	0.0011263029789681082
70	1.75	8.597431113808434e-06
71	1.7750000000000001	8.972196338762543e-09
72	1.8	1.1086845843422787e-12
73	1.8250000000000002	1.4271204326198754e-17
74	1.85	1.6942425136860048e-23
75	1.875	1.646282699452022e-30
76	1.9000000000000001	1.162578672874858e-38
77	1.925	5.295594707994488e-48
78	1.9500000000000002	1.3795917675106504e-58
79	1.975	1.8203341517518636e-70
80	2.0	1.075743859460737e-83
81	2.025	2.5138236888294235e-98
82	2.0500000000000003	2.047486356313581e-114
83	2.075	5.1146151768960255e-132
84	2.1	3.44182070096319e-151
85	2.125	5.47066729589224e-172
86	2.15	1.7974902763538925e-194
87	2.1750000000000003	1.0664984971955422e-218
88	2.2	9.963356912309588e-245
89	2.225	1.2754867086169708e-272
90	2.25	1.943714539938219e-302
91	2.275	0.0
92	2.3000000000000003	0.0
93	2.325	0.0
94	2.35	0.0
95	2.375	0.0
96	2.4000000000000004	0.0
97	2.4250000000000003	0.0
98	2.45	0.0
99	2.475	0.0
100	2.5	0.0
