	0	1
0	0.0	0.0
1	0.025	8.554442665796951e-119
2	0.05	1.3506191529223634e-118
3	0.07500000000000001	2.13108225253443e-118
4	0.1	4.72823120245887e-118
5	0.125	1.640023598728573e-117
6	0.15000000000000002	9.30146686301926e-117
7	0.17500000000000002	8.807260565599787e-116
8	0.2	1.4044069467462188e-114
9	0.225	3.7768294514987866e-113
10	0.25	1.7068651778144086e-111
11	0.275	1.2868140114072443e-109
12	0.30000000000000004	1.6015025139831508e-107
13	0.325	3.2471552719641876e-105
14	0.35000000000000003	1.0559368396429397e-102
15	0.375	5.409133667359244e-100
16	0.4	4.2777583373969027e-97
17	0.42500000000000004	5.107754945751812e-94
18	0.45	8.986754118867343e-91
19	0.47500000000000003	2.269309408774903e-87
20	0.5	7.994672086886147e-84
21	0.525	3.812161460440721e-80
22	0.55	2.382380733318107e-76
23	0.5750000000000001	1.8857785118311185e-72
24	0.6000000000000001	1.823689261102404e-68
25	0.625	2.07447591054152e-64
26	0.65	2.667230601022204e-60
27	0.675	3.7178307734320577e-56
28	0.7000000000000001	5.378579561809667e-52
29	0.7250000000000001	7.717230141863579e-48
30	0.75	1.0474635460102223e-43
31	0.775	1.2804882104839501e-39
32	0.8	1.339873351107846e-35
33	0.8250000000000001	1.1384761042740449e-31
34	0.8500000000000001	7.439097540242902e-28
35	0.875	3.534125347135176e-24
36	0.9	1.1522156989451598e-20
37	0.925	2.4296356814876237e-17
38	0.9500000000000001	3.1187371234137657e-14
39	0.9750000000000001	2.2910767841589183e-11
40	1.0	9.04931585498947e-09
41	1.0250000000000001	1.8055647942412082e-06
42	1.05	0.00017121228068131403
43	1.075	0.0072884951146324865
44	1.1	0.13286248762765643
45	1.125	1.012031664010411
46	1.1500000000000001	3.3151812055609255
47	1.175	5.381706857230015
48	1.2000000000000002	5.802153312720437
49	1.225	5.596862495748767
50	1.25	5.458361159531967
51	1.2750000000000001	5.218429527079177
52	1.3	4.221457409783164
53	1.3250000000000002	2.1986392284065497
54	1.35	0.7519633480428441
55	1.375	0.41891992107276466
56	1.4000000000000001	0.31671249116834693
57	1.425	0.1430109900451203
58	1.4500000000000002	0.023250230693950474
59	1.475	0.0009867900460172683
60	1.5	8.936259373372663e-06
61	1.5250000000000001	1.4910543910382915e-08
62	1.55	4.049920818348487e-12
63	1.5750000000000002	1.5972848298068858e-16
64	1.6	8.191495067011389e-22
65	1.625	4.897892195122259e-28
66	1.6500000000000001	3.0614730635193974e-35
67	1.675	1.7923425139962728e-43
68	1.7000000000000002	8.79599239371697e-53
69	1.725	3.2339306448072416e-63
70	1.75	7.94888463112763e-75
71	1.7750000000000001	1.163737033688516e-87
72	1.8	9.025832895912623e-102
73	1.8250000000000002	3.292769298671411e-117
74	1.85	5.008041762007799e-134
75	1.875	2.809450827898483e-152
76	1.9000000000000001	5.1339520795213057e-172
77	1.925	2.6940103275390124e-193
78	1.9500000000000002	3.5719852138204926e-216
79	1.975	1.051068096598023e-240
80	2.0	6.0174081137550275e-267
81	2.025	5.865269564320231e-295
82	2.0500000000000003	0.0
83	2.075	0.0
84	2.1	0.0
85	2.125	0.0
86	2.15	0.0
87	2.1750000000000003	0.0
88	2.2	0.0
89	2.225	0.0
90	2.25	0.0
91	2.275	0.0
92	2.3000000000000003	0.0
93	2.325	0.0
94	2.35	0.0
95	2.375	0.0
96	2.4000000000000004	0.0
97	2.4250000000000003	0.0
98	2.45	0.0
99	2.475	0.0
100	2.5	0.0
